"ht.rgr","species","tx","chill1","chill2"
3.81754154992976,1,0.865189041103387,1.11115967690041,0.68633427734456
4.18182235408079,1,0.713317267221976,1.66036425120454,1.15411112583968
3.60316857895358,1,1.92434478595617,1.22918703985172,0.596743271975421
3.17180060697275,1,0.126577584915995,0.341039880200061,0.251590392395795
3.64516286815426,1,0.897954835676167,1.78083990668982,0.702341877554509
3.90483060827404,1,1.49019281487682,0.656115214212988,1.2967987887203
3.73025998919751,1,0.911778076073054,0.713143053289028,0.684851069874633
4.19074907858021,1,1.06024913575852,0.167685656282144,1.22915498721446
3.65753446839438,1,1.08314633745895,0.463527481060672,0.324008981018278
4.14718080926987,1,1.1360981410754,0.192417755633309,1.3221432681364
4.41580218961024,1,0.15512173133224,1.5148169128887,1.21980243950525
4.01256085383444,1,0.349994599656802,1.11394093074029,0.912096300297196
3.71803024189742,1,0.155649489210363,1.33092503385659,0.402047019305885
3.66044730054712,1,0.918783642556103,1.44461030650579,0.441319878517934
3.52682153748349,1,1.86578049296502,1.38237482591049,0.921096394298699
3.99402468005472,1,1.15500239221932,0.712423655484443,1.3439235005611
3.9331089115245,1,1.13693323871819,1.40338760979467,1.29757298838897
4.0852340272677,1,1.58459954940504,0.116306274736532,0.982276191963808
3.94546323503413,1,1.15011668464409,0.746074974464604,0.881706019683815
4.19582545543632,1,0.236891258555645,1.4302613932618,0.893624793288357
3.58348682681483,1,0.383460527338747,1.22996468356555,0.467223476762523
3.75054444890101,1,0.766532984219809,0.798041142439997,0.819045828577964
3.60311800709658,1,1.8889154289554,1.26423550926733,1.20156110102383
3.29748884131435,1,1.00926332494748,0.823142030317381,-0.496548381606083
3.55914355547586,1,1.46108318363647,1.27099409318128,0.898984165982396
4.09648558008721,1,0.834154296242625,1.31555554232511,0.912068318807792
3.41514757414683,1,2.12174815707918,1.42997641094462,0.599657376547666
3.53106761813099,1,0.697755252143385,1.07647804801008,0.39272681179162
4.31284007478099,1,0.833915365858114,1.54828740123721,1.51774990182267
3.62191504863317,1,1.11173851099039,0.62183548493496,0.541767465311647
3.6578664634305,1,1.05339253256204,1.35197135152112,0.368142913679299
4.34399916759016,1,0.705870255809534,0.904285052035117,1.79659888834706
3.99560305882011,1,0.987805260365695,-0.427894995883391,0.995183201159615
3.82182745459604,1,1.27432460707072,1.21098642937699,1.60359663953993
3.94523998538742,1,0.712636795828897,1.19789307786348,0.964869393328723
4.49237840041283,1,0.405100402542918,1.70664744090628,1.37278794237367
4.14994381098104,1,1.0535272606506,0.572509805175713,1.19862812167829
4.1036568769687,1,1.20216847307539,1.10287027071747,1.29051869087308
