ID,BBCH,Notes,BBCH ,Notes,BBCH ,Notes,BBCH ,Notes,BBCH ,Notes,BBCH ,Notes
ACESAC_14,,,,,,,,,,,,
ACESAC_24,,,,,,,,,,,,
ACESAC_34,,,,,,,,,,,,
ACESAC_44,,,,,,,,,,,,
ACESAC_54,,,,,,,,,,,,
ACESAC_64,,,,,,,,,,,,
ACESAC_74,,,,,,,,,,,,
ACESAC_84,,,,,,,,,,,,
ACESAC_94,,,,,,,,,,,,
ACESAC_104,,,,,,,,,,,,
ACESAC_114,,,,,,,,,,,,
ACESAC_124,,,,,,,,,,,,
ACESAC_134,,,,,,,,,,,,
ACESAC_144,,,,,,,,,,,,
ACESAC_154,,,,,,,,,,,,
ACESAC_164,,,,,,,,,,,,
ACESAC_16,,,,,,,,,,,,
ACESAC_26,,,,,,,,,,,,
ACESAC_36,,,,,,,,,,,,
ACESAC_46,,,,,,,,,,,,
ACESAC_56,,,,,,,,,,,,
ACESAC_66,,,,,,,,,,,,
ACESAC_76,,,,,,,,,,,,
ACESAC_86,,,,,,,,,,,,
ACESAC_96,,,,,,,,,,,,
ACESAC_106,,,,,,,,,,,,
ACESAC_116,,,,,,,,,,,,
ACESAC_126,,,,,,,,,,,,
ACESAC_136,,,,,,,,,,,,
ACESAC_146,,,,,,,,,,,,
ACESAC_156,,,,,,,,,,,,
ACESAC_166,,,,,,,,,,,,
ACESAC_18,,,,,,,,,,,,
ACESAC_28,,,,,,,,,,,,
ACESAC_38,,,,,,,,,,,,
ACESAC_48,,,,,,,,,,,,
ACESAC_58,,,,,,,,,,,,
ACESAC_68,,,,,,,,,,,,
ACESAC_78,,,,,,,,,,,,
ACESAC_88,,,,,,,,,,,,
ACESAC_98,,,,,,,,,,,,
ACESAC_108,,,,,,,,,,,,
ACESAC_118,,,,,,,,,,,,
ACESAC_128,,,,,,,,,,,,
ACESAC_138,,,,,,,,,,,,
ACESAC_148,,,,,,,,,,,,
ACESAC_158,,,,,,,,,,,,
ACESAC_168,,,,,,,,,,,,
ALNRUG_14,,,,,,,,,,,,
ALNRUG_24,,,,,,,,,,,,
ALNRUG_34,,,,,,,,,,,,
ALNRUG_44,,,,,,,,,,,,
ALNRUG_54,,,,,,,,,,,,
ALNRUG_64,,,,,,,,,,,,
ALNRUG_74,,,,,,,,,,,,
ALNRUG_84,,,,,,,,,,,,
ALNRUG_94,,,,,,,,,,,,
ALNRUG_104,,,,,,,,,,,,
ALNRUG_114,,,,,,,,,,,,
ALNRUG_124,,,,,,,,,,,,
ALNRUG_134,,,,,,,,,,,,
ALNRUG_144,,,,,,,,,,,,
ALNRUG_154,,,,,,,,,,,,
ALNRUG_164,,,,,,,,,,,,
ALNRUG_16,,,,,,,,,,,,
ALNRUG_26,,,,,,,,,,,,
ALNRUG_36,,,,,,,,,,,,
ALNRUG_46,,,,,,,,,,,,
ALNRUG_56,,,,,,,,,,,,
ALNRUG_66,,,,,,,,,,,,
ALNRUG_76,,,,,,,,,,,,
ALNRUG_86,,,,,,,,,,,,
ALNRUG_96,,,,,,,,,,,,
ALNRUG_106,,,,,,,,,,,,
ALNRUG_116,,,,,,,,,,,,
ALNRUG_126,,,,,,,,,,,,
ALNRUG_136,,,,,,,,,,,,
ALNRUG_146,,,,,,,,,,,,
ALNRUG_156,,,,,,,,,,,,
ALNRUG_166,,,,,,,,,,,,
ALNRUG_18,,,,,,,,,,,,
ALNRUG_28,,,,,,,,,,,,
ALNRUG_38,,,,,,,,,,,,
ALNRUG_48,,,,,,,,,,,,
ALNRUG_58,,,,,,,,,,,,
ALNRUG_68,,,,,,,,,,,,
ALNRUG_78,,,,,,,,,,,,
ALNRUG_88,,,,,,,,,,,,
ALNRUG_98,,,,,,,,,,,,
ALNRUG_108,,,,,,,,,,,,
ALNRUG_118,,,,,,,,,,,,
ALNRUG_128,,,,,,,,,,,,
ALNRUG_138,,,,,,,,,,,,
ALNRUG_148,,,,,,,,,,,,
ALNRUG_158,,,,,,,,,,,,
ALNRUG_168,,,,,,,,,,,,
BETPAP_14,,,,,,,,,,,,
BETPAP_24,,,,,,,,,,,,
BETPAP_34,,,,,,,,,,,,
BETPAP_44,,,,,,,,,,,,
BETPAP_54,,,,,,,,,,,,
BETPAP_64,,,,,,,,,,,,
BETPAP_74,,,,,,,,,,,,
BETPAP_84,,,,,,,,,,,,
BETPAP_94,,,,,,,,,,,,
BETPAP_104,,,,,,,,,,,,
BETPAP_114,,,,,,,,,,,,
BETPAP_124,,,,,,,,,,,,
BETPAP_134,,,,,,,,,,,,
BETPAP_144,,,,,,,,,,,,
BETPAP_154,,,,,,,,,,,,
BETPAP_164,,,,,,,,,,,,
BETPAP_16,,,,,,,,,,,,
BETPAP_26,,,,,,,,,,,,
BETPAP_36,,,,,,,,,,,,
BETPAP_46,,,,,,,,,,,,
BETPAP_56,,,,,,,,,,,,
BETPAP_66,,,,,,,,,,,,
BETPAP_76,,,,,,,,,,,,
BETPAP_86,,,,,,,,,,,,
BETPAP_96,,,,,,,,,,,,
BETPAP_106,,,,,,,,,,,,
BETPAP_116,,,,,,,,,,,,
BETPAP_126,,,,,,,,,,,,
BETPAP_136,,,,,,,,,,,,
BETPAP_146,,,,,,,,,,,,
BETPAP_156,,,,,,,,,,,,
BETPAP_166,,,,,,,,,,,,
BETPAP_18,,,,,,,,,,,,
BETPAP_28,,,,,,,,,,,,
BETPAP_38,,,,,,,,,,,,
BETPAP_48,,,,,,,,,,,,
BETPAP_58,,,,,,,,,,,,
BETPAP_68,,,,,,,,,,,,
BETPAP_78,,,,,,,,,,,,
BETPAP_88,,,,,,,,,,,,
BETPAP_98,,,,,,,,,,,,
BETPAP_108,,,,,,,,,,,,
BETPAP_118,,,,,,,,,,,,
BETPAP_128,,,,,,,,,,,,
BETPAP_138,,,,,,,,,,,,
BETPAP_148,,,,,,,,,,,,
BETPAP_158,,,,,,,,,,,,
BETPAP_168,,,,,,,,,,,,
BETPOP_14,,,,,,,,,,,,
BETPOP_24,,,,,,,,,,,,
BETPOP_34,,,,,,,,,,,,
BETPOP_44,,,,,,,,,,,,
BETPOP_54,,,,,,,,,,,,
BETPOP_64,,,,,,,,,,,,
BETPOP_74,,,,,,,,,,,,
BETPOP_84,,,,,,,,,,,,
BETPOP_94,,,,,,,,,,,,
BETPOP_104,,,,,,,,,,,,
BETPOP_114,,,,,,,,,,,,
BETPOP_124,,,,,,,,,,,,
BETPOP_134,,,,,,,,,,,,
BETPOP_144,,,,,,,,,,,,
BETPOP_154,,,,,,,,,,,,
BETPOP_164,,,,,,,,,,,,
BETPOP_16,,,,,,,,,,,,
BETPOP_26,,,,,,,,,,,,
BETPOP_36,,,,,,,,,,,,
BETPOP_46,,,,,,,,,,,,
BETPOP_56,,,,,,,,,,,,
BETPOP_66,,,,,,,,,,,,
BETPOP_76,,,,,,,,,,,,
BETPOP_86,,,,,,,,,,,,
BETPOP_96,,,,,,,,,,,,
BETPOP_106,,,,,,,,,,,,
BETPOP_116,,,,,,,,,,,,
BETPOP_126,,,,,,,,,,,,
BETPOP_136,,,,,,,,,,,,
BETPOP_146,,,,,,,,,,,,
BETPOP_156,,,,,,,,,,,,
BETPOP_166,,,,,,,,,,,,
BETPOP_18,,,,,,,,,,,,
BETPOP_28,,,,,,,,,,,,
BETPOP_38,,,,,,,,,,,,
BETPOP_48,,,,,,,,,,,,
BETPOP_58,,,,,,,,,,,,
BETPOP_68,,,,,,,,,,,,
BETPOP_78,,,,,,,,,,,,
BETPOP_88,,,,,,,,,,,,
BETPOP_98,,,,,,,,,,,,
BETPOP_108,,,,,,,,,,,,
BETPOP_118,,,,,,,,,,,,
BETPOP_128,,,,,,,,,,,,
BETPOP_138,,,,,,,,,,,,
